"ID","workplace.belonging_1","workplace.belonging_2","workplace.belonging_3","workplace.belonging_4","workplace.belonging_5","workplace.belonging_6","biology.belonging_1","biology.belonging_2","biology.belonging_3","biology.belonging_4","biology.belonging_5","biology.belonging_6","climate_campus","climate_dept","climate_lab","climate_student","climate_teach","gender","race","lgbtq","lgbtq.discrim._1","lgbtq.discrim._2","lgbtq.discrim._3","lgbtq.discrim._4","lgbtq.climate_1","lgbtq.climate_2","lgbtq.climate_3","lgbtq.climate_4","lgbtq.climate_5","lgbtq.climate_6","lgbtq.climate2_1","lgbtq.climate2_2","lgbtq.climate2_3","lgbtq.climate2_4","lgbtq.climate2_5","lgbtq.climate2_6","lbtq.climate3_1","lbtq.climate3_2","lbtq.climate3_3","lbtq.climate3_4","lbtq.climate3_5","lbtq.climate3_6","lbtq.climate3_7","lbtq.climate3_8","outness_friends","outness_immediatefam","outness_extendedfam","outness_coworkers","outness_lab","outness_gradcourse","outness_undergrads","outness_broadly","personal_eb_work","personal_eb_outside","other_eb","workplace_sob_mean","biology_sob_mean","workplace_fom_mean","biology_fom_mean","lgbtq.discrim_mean","climate_inclusion_mean","climate_exclusion_mean","race2","gender2","lgbtq2","lgbq","tgnc","job2","region"
1069,9,9,9,9,8,9,9,9,10,10,10,9,"comfortable","very comfortable","comfortable",NA,"comfortable","Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,9.33333333333333,8.66666666666667,9.66666666666667,NA,NA,NA,"asian","man","no",NA,NA,"faculty","midwestUS"
1070,3,6,6,5,5,3,5,4,4,4,4,5,"neutral","uncomfortable","uncomfortable",NA,NA,"Woman","More than one race/ethnicity","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",5,4.33333333333333,4.33333333333333,4.33333333333333,NA,NA,NA,"other","woman","no",NA,NA,"industry","midwestUS"
1071,10,8,9,9,9,10,10,10,10,10,10,9,"neutral","neutral","very comfortable",NA,"comfortable","Man","More than one race/ethnicity","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,10,9.33333333333333,9.66666666666667,NA,NA,NA,"other","man","no",NA,NA,"faculty",NA
1072,10,10,10,10,10,10,10,10,10,10,10,10,"very comfortable","very comfortable","very comfortable",NA,NA,"Woman","Hispanic, Latin*, or Spanish origin","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,10,10,NA,NA,NA,"latinx","woman","no",NA,NA,"industry","outsideUS"
1073,8,8,8,6,7,7,5,5,5,7,8,8,"very comfortable","very comfortable","very comfortable","comfortable","comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,5,6.66666666666667,7.66666666666667,NA,NA,NA,"white","woman","no",NA,NA,"grad_student","outsideUS"
1074,9,9,9,10,9,9,9,9,9,9,NA,9,"very comfortable","very comfortable","very comfortable",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,9,9.33333333333333,9,NA,NA,NA,"white","woman","no",NA,NA,"faculty","outsideUS"
1076,9,9,7,9,9,7,9,8,7,9,9,9,NA,NA,"very comfortable",NA,NA,"Woman","Asian","Decline to state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.33333333333333,8,8.33333333333333,9,NA,NA,NA,"asian","woman",NA,NA,NA,"postdoc",NA
1077,5,5,5,6,5,4,8,8,8,7,8,5,"uncomfortable","uncomfortable","uncomfortable",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",5,8,5,6.66666666666667,NA,NA,NA,"white","woman","no",NA,NA,"industry","southwestUS"
1079,8,8,8,8,8,6,6,6,6,9,6,9,"comfortable","very comfortable","very comfortable",NA,"comfortable","Man","Other (please describe)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,6,7.33333333333333,8,NA,NA,NA,"other","man","no",NA,NA,"faculty","midwestUS"
1080,5,5,6,6,7,4,6,5,6,7,7,NA,"neutral","comfortable",NA,NA,"comfortable","Woman","White","Yes",3,3,3,2,5,1,4,4,4,2,4,1,4,2,4,4,3,4,1,5,4,2,4,3,"Out","Out","Out","Out",NA,NA,"Out to a few","Out to most","no","yes","no",5.33333333333333,5.66666666666667,5.66666666666667,7,2.75,4.08333333333333,2,"white","woman","yes","yes","no","faculty","southeastUS"
1082,8,8,8,9,9,8,6,6,6,8,8,8,"comfortable","comfortable","very comfortable",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,6,8.66666666666667,8,NA,NA,NA,"white","woman","no",NA,NA,"industry","westUS"
1083,7,9,9,9,9,9,2,9,9,9,9,9,"very comfortable","comfortable","very comfortable",NA,NA,"Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.33333333333333,6.66666666666667,9,9,NA,NA,NA,"asian","woman","no",NA,NA,"grad_student","outsideUS"
1084,7,7,7,7,7,5,8,7,7,8,8,5,"comfortable","very comfortable","very comfortable",NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",7,7.33333333333333,6.33333333333333,7,NA,NA,NA,"white","woman","no",NA,NA,"faculty","outsideUS"
1085,7,9,9,8,8,7,NA,NA,NA,NA,NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.33333333333333,NA,7.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,7,7,7,7,7,5,5,5,5,5,5,5,"neutral","neutral","comfortable","neutral",NA,"Woman","Other (please describe)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",7,5,6.33333333333333,5,NA,NA,NA,"other","woman","no",NA,NA,"grad_student","outsideUS"
1087,8,8,7,8,7,7,6,6,5,8,8,6,"very comfortable","very comfortable","very comfortable","very comfortable",NA,"Woman","White","Yes",3,5,5,3,4,2,4,4,3,2,4,4,2,2,5,4,2,3,2,4,4,2,4,5,"Out to some","Out to some","Not out","Out to some","Out to some",NA,NA,NA,"no","yes","no",7.66666666666667,5.66666666666667,7.33333333333333,7.33333333333333,4,4,2.25,"white","woman","yes","yes","no","grad_student","midwestUS"
1088,10,10,10,10,10,10,4,5,6,4,6,4,"very comfortable","very comfortable","very comfortable",NA,NA,"Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,5,10,4.66666666666667,NA,NA,NA,"white","man","no",NA,NA,"faculty","northeastUS"
1089,5,5,5,5,5,5,10,10,10,10,10,10,"comfortable","comfortable","neutral",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",5,10,5,10,NA,NA,NA,"white","woman","no",NA,NA,"staff","midwestUS"
1090,9,9,9,9,9,5,NA,NA,NA,NA,NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,NA,7.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1091,3,3,3,3,4,4,6,6,6,6,7,8,"comfortable","comfortable","comfortable",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",3,6,3.66666666666667,7,NA,NA,NA,"white","woman","no",NA,NA,"postdoc","westUS"
1092,8,8,9,10,9,9,8,7,9,9,9,9,"very comfortable","very comfortable","very comfortable","comfortable","very comfortable","Man","White","Yes",7,6,6,6,4,4,4,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,4,"Out","Out","Out","Out","Out","Out","Out","Out","yes","yes","yes",8.33333333333333,8,9.33333333333333,9,6.25,4.33333333333333,4.75,"white","man","yes","yes",NA,"grad_student","westUS"
1093,9,9,9,9,8,7,6,5,5,5,5,5,"neutral","neutral","neutral",NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,5.33333333333333,8,5,NA,NA,NA,"white","woman","no",NA,NA,"faculty",NA
1095,3,5,5,3,3,1,4,2,1,8,2,5,"neutral","neutral","uncomfortable",NA,NA,"Non-binary or gender fluid","White","Yes",3,3,4,3,4,3,3,3,3,2,3,4,3,4,2,2,3,3,2,2,2,3,3,3,"Out to most","Out","Out to most","Out to some",NA,NA,NA,NA,"no","no","no",4.33333333333333,2.33333333333333,2.33333333333333,5,3.25,2.75,3,"white","nonbinary/genderfluid","yes","yes","yes",NA,NA
1097,10,10,10,10,10,10,5,8,9,10,10,10,"very comfortable","very comfortable","very comfortable",NA,NA,"Woman","Other (please describe)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,7.33333333333333,10,10,NA,NA,NA,"other","woman","no",NA,NA,"staff","westUS"
1099,10,10,10,10,9,9,7,7,8,8,9,8,"comfortable","very comfortable","comfortable","comfortable","comfortable","Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,7.33333333333333,9.33333333333333,8.33333333333333,NA,NA,NA,"asian","man","no",NA,NA,"faculty","outsideUS"
1100,8,8,8,8,8,8,8,8,8,8,8,8,"comfortable","comfortable","comfortable","comfortable","comfortable","Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,8,8,8,NA,NA,NA,"asian","woman","no",NA,NA,"grad_student","outsideUS"
1104,8,9,8,9,9,8,9,9,8,7,8,7,"comfortable","very comfortable","comfortable",NA,NA,"Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.33333333333333,8.66666666666667,8.66666666666667,7.33333333333333,NA,NA,NA,"asian","man","no",NA,NA,"grad_student",NA
1106,10,10,10,10,5,5,10,10,10,10,7,7,"neutral","uncomfortable","uncomfortable","uncomfortable","uncomfortable","Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,6.66666666666667,8,NA,NA,NA,"asian","man","no",NA,NA,"faculty","outsideUS"
1108,3,7,8,2,2,2,NA,NA,NA,NA,NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,10,10,10,10,10,10,7,7,7,10,10,10,"comfortable","very comfortable","very comfortable","very comfortable","very comfortable","Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,7,10,10,NA,NA,NA,"asian","woman","no",NA,NA,"faculty","outsideUS"
1110,6,6,6,6,6,2,10,10,10,9,9,5,"very comfortable","comfortable","comfortable",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6,10,4.66666666666667,7.66666666666667,NA,NA,NA,"white","woman","no",NA,NA,"postdoc","northeastUS"
1113,9,9,9,9,8,9,6,8,7,7,7,6,"comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,7,8.66666666666667,6.66666666666667,NA,NA,NA,"white","man","no",NA,NA,"faculty","midwestUS"
1114,2,5,6,6,6,8,4,7,8,10,10,10,"very comfortable","very comfortable",NA,"neutral","very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",4.33333333333333,6.33333333333333,6.66666666666667,10,NA,NA,NA,"white","woman","no",NA,NA,"faculty","outsideUS"
1115,0,1,5,1,1,0,5,8,10,4,7,5,"uncomfortable","very uncomfortable","very comfortable","uncomfortable","comfortable","Agender","Hispanic, Latin*, or Spanish origin","Yes",2,4,4,2,3,2,4,4,2,2,4,3,4,2,5,2,4,3,1,3,3,3,4,4,"Out to some","Out to a few","Not out","Out","Out",NA,"Out to most","Not out","yes","no","no",2,7.66666666666667,0.666666666666667,5.33333333333333,3,3.41666666666667,2.625,"latinx","agender","yes","yes","yes","grad_student","outsideUS"
1118,9,10,9,9,9,9,8,8,8,7,8,7,"very comfortable","comfortable","comfortable",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.33333333333333,8,9,7.33333333333333,NA,NA,NA,"white","woman","no",NA,NA,"faculty","northeastUS"
1119,8,7,7,5,5,6,8,8,8,9,9,7,"neutral","comfortable","very comfortable","comfortable","neutral","Woman","More than one race/ethnicity","Yes",5,4,5,5,4,4,2,3,4,3,3,4,4,2,3,3,4,3,3,2,3,2,2,3,"Out","Out to most","Out to most","Out to some","Out to a few","Not out","Not out","Out to some","no","decline","no",7.33333333333333,8,5.33333333333333,8.33333333333333,4.75,2.91666666666667,3.25,"other","woman","yes","yes","no","grad_student","outsideUS"
1120,10,10,10,10,10,10,6,5,1,10,5,10,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,4,10,8.33333333333333,NA,NA,NA,"asian","woman","no",NA,NA,"faculty","outsideUS"
1122,10,10,10,10,10,10,6,6,6,7,7,7,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,6,10,7,NA,NA,NA,"white","woman","no",NA,NA,"faculty","northeastUS"
1123,5,5,5,7,9,6,4,3,4,3,5,3,"uncomfortable","uncomfortable","neutral",NA,"very comfortable","Man","Hispanic, Latin*, or Spanish origin","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",5,3.66666666666667,7.33333333333333,3.66666666666667,NA,NA,NA,"latinx","man","no",NA,NA,"faculty",NA
1124,4,4,4,4,5,4,7,8,9,7,9,9,"uncomfortable","uncomfortable","very comfortable","neutral",NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",4,8,4.33333333333333,8.33333333333333,NA,NA,NA,"white","woman","no",NA,NA,"grad_student","outsideUS"
1125,10,9,10,10,10,9,9,9,9,9,10,10,NA,"very comfortable",NA,NA,NA,"Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.66666666666667,9,9.66666666666667,9.66666666666667,NA,NA,NA,"asian","woman","no",NA,NA,NA,"northeastUS"
1126,10,8,10,10,10,10,8,8,8,8,8,6,"very comfortable","comfortable","very comfortable",NA,NA,"Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.33333333333333,8,10,7.33333333333333,NA,NA,NA,"asian","woman","no",NA,NA,"postdoc","outsideUS"
1127,10,10,10,10,10,10,8,8,8,8,8,8,"comfortable","comfortable","comfortable",NA,NA,"Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,8,10,8,NA,NA,NA,"asian","man","no",NA,NA,"industry","outsideUS"
1128,10,10,10,9,9,9,7,7,7,7,7,7,"very comfortable","very comfortable","very comfortable",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,7,9,7,NA,NA,NA,"white","woman","no",NA,NA,"industry","westUS"
1129,7,7,7,7,7,7,7,NA,4,4,5,5,"neutral","uncomfortable","very comfortable","very comfortable","comfortable","Man","White","Decline to state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",7,5.5,7,4.66666666666667,NA,NA,NA,"white","man",NA,NA,NA,"grad_student","northeastUS"
1130,7,7,7,8,8,9,7,8,8,8,8,9,"comfortable","","very comfortable",NA,NA,"Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",7,7.66666666666667,8.33333333333333,8.33333333333333,NA,NA,NA,"asian","woman","no",NA,NA,"grad_student","outsideUS"
1131,10,10,10,10,10,10,10,10,10,10,10,10,"very comfortable","very comfortable","very comfortable",NA,"comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,10,10,NA,NA,NA,"white","man","no",NA,NA,"faculty","northeastUS"
1132,9,8,8,7,7,7,7,7,7,6,7,5,"comfortable","comfortable","very comfortable",NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.33333333333333,7,7,6,NA,NA,NA,"white","woman","no",NA,NA,"faculty","outsideUS"
1133,10,9,9,9,9,8,8,8,8,8,8,8,"comfortable","comfortable","very comfortable",NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.33333333333333,8,8.66666666666667,8,NA,NA,NA,"white","woman","no",NA,NA,"faculty","northeastUS"
1134,10,10,10,10,10,10,8,8,8,8,8,8,"very comfortable","very comfortable","very comfortable",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,8,10,8,NA,NA,NA,"white","woman","no",NA,NA,"industry","outsideUS"
1135,1,7,7,5,3,7,8,9,9,7,8,5,"comfortable","comfortable","very comfortable",NA,NA,"Man","White","Yes",5,5,6,3,5,1,1,5,5,1,5,2,1,1,5,5,1,4,1,4,5,1,5,5,"Out","Out","Out","Out","Out",NA,NA,"Out","no","yes","no",5,8.66666666666667,5,6.66666666666667,4.75,4.5,1.125,"white","man","yes","yes","no","postdoc","outsideUS"
1136,9,10,10,10,9,7,10,10,10,10,10,10,"comfortable","uncomfortable","very comfortable",NA,"comfortable","Woman","White","Yes",3,6,6,2,4,3,2,3,1,1,4,5,2,1,5,2,2,4,3,4,4,2,3,2,"Out","Out","Out","Out","Out","Out","Out","Out","no","no","no",9.66666666666667,10,8.66666666666667,10,4.25,3.16666666666667,2.375,"white","woman","yes","yes","no","faculty","outsideUS"
1137,8,5,3,7,6,8,7,9,8,7,9,7,"comfortable","very comfortable","very comfortable",NA,"comfortable","Man","White","Yes",2,4,5,3,4,1,4,5,3,1,4,2,1,1,5,4,1,4,1,3,4,1,4,5,"Out","Out to a few","Not out","Out to most","Out to most","Out","Out to a few","Out","no","no","no",5.33333333333333,8,7,7.66666666666667,3.5,4.08333333333333,1.125,"white","man","yes","yes","no","faculty","outsideUS"
1138,6,8,8,8,8,8,8,8,8,6,8,7,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","White","Yes",5,5,5,5,4,2,3,4,2,2,4,4,2,2,4,4,2,4,2,4,4,2,4,4,"Out","Out","Out","Out","Out","Out","Out","Out","no","yes","no",7.33333333333333,8,8,7,5,3.75,2.25,"white","man","yes","yes","no","faculty","westUS"
1139,8,8,9,7,8,7,8,6,7,8,7,4,"comfortable","very comfortable","very comfortable",NA,"very comfortable","Woman","White","Yes",5,2,2,4,3,2,1,4,1,2,4,5,4,4,5,3,2,2,1,3,4,3,4,4,"Out","Out","Out","Out","Out","Out","Out","Out","no","no","yes",8.33333333333333,7,7.33333333333333,6.33333333333333,3.25,3.16666666666667,2.875,"white","woman","yes","yes","no","faculty","northeastUS"
1140,10,10,9,7,6,8,9,10,10,9,10,8,"comfortable","very comfortable","comfortable",NA,NA,"Man","White","Yes",3,3,2,2,4,4,2,4,4,2,4,4,5,1,4,2,1,4,1,4,2,1,5,4,"Out","Out","Out","Out","Out",NA,NA,"Out","no","no","no",9.66666666666667,9.66666666666667,7,9,2.5,3.58333333333333,2.375,"white","man","yes","yes","no","government","outsideUS"
1141,10,10,10,10,10,10,10,10,10,10,10,10,"comfortable","very comfortable","very comfortable",NA,NA,"Woman","White","Yes",3,6,6,5,4,2,4,4,4,1,4,2,2,2,5,3,2,3,2,4,4,2,4,5,"Out","Out","Out","Out","Out",NA,NA,"Out","no","yes","no",10,10,10,10,5,4,1.875,"white","woman","yes","yes","no","postdoc","southwestUS"
1142,7,7,7,7,7,5,7,7,7,7,7,5,"comfortable","neutral","comfortable",NA,"comfortable","Man","White","Yes",3,5,3,3,4,3,2,4,1,2,3,4,4,3,3,3,4,3,1,2,3,4,2,3,"Out","Out","Out","Out to most","Out to most","Out to most","Not out","Out","no","no","no",7,7,6.33333333333333,6.33333333333333,3.5,2.75,3.125,"white","man","yes","yes","no","faculty","outsideUS"
1143,5,4,5,5,5,5,6,6,8,7,6,5,"neutral","comfortable","very comfortable",NA,NA,"Man","White","Yes",3,4,3,3,3,2,2,4,3,2,4,3,4,3,4,3,2,4,2,4,3,3,4,4,"Out","Out","Out","Out","Out",NA,NA,"Out","no","no","no",4.66666666666667,6.66666666666667,5,6,3.25,3.5,2.625,"white","man","yes","yes","no","faculty","midwestUS"
1144,7,8,8,7,7,7,10,10,10,10,10,10,"comfortable","comfortable","very comfortable",NA,NA,"Man","White","Yes",5,5,6,6,4,3,3,3,4,2,4,4,2,2,3,3,2,3,3,3,4,3,4,3,"Out","Out","Out","Out to some","Out to some",NA,NA,"Out","no","no","no",7.66666666666667,10,7,10,5.5,3.41666666666667,2.625,"white","man","yes","yes","no","grad_student","outsideUS"
1145,10,10,10,7,8,8,10,10,10,10,10,7,"neutral","comfortable","very comfortable","very comfortable","very comfortable","Man","White","Yes",3,5,4,3,4,2,3,4,3,2,4,4,2,1,5,4,2,3,1,3,4,1,3,4,"Out","Out","Out","Out","Out","Out","Out","Out to some","no","no","no",10,10,7.66666666666667,9,3.75,3.66666666666667,1.875,"white","man","yes","yes","no","grad_student","outsideUS"
1146,8,8,7,7,7,6,7,8,8,8,8,8,"comfortable","comfortable","very comfortable",NA,"comfortable","Woman","White","Yes",5,6,5,5,4,2,2,4,3,1,4,2,2,2,4,4,2,4,2,4,4,3,4,5,"Out","Out","Out","Out","Out",NA,"Out","Out","no","yes","no",7.66666666666667,7.66666666666667,6.66666666666667,8,5.25,3.83333333333333,2,"white","woman","yes","yes","yes","grad_student","outsideUS"
1147,8,6,7,9,8,7,6,6,8,8,8,7,"comfortable","uncomfortable","very comfortable","comfortable","comfortable","Non-binary or gender fluid","More than one race/ethnicity","Yes",2,2,3,1,4,2,2,4,3,1,4,3,1,2,5,4,1,5,2,3,4,2,5,5,"Out","Not out","Not out","Out","Out","Out","Out","Out","no","yes","no",7,6.66666666666667,8,7.66666666666667,2,4,1.75,"other","nonbinary/genderfluid","yes","yes","yes","grad_student","outsideUS"
1148,10,10,10,10,10,10,10,10,10,10,10,10,"very comfortable","comfortable","very comfortable",NA,"very comfortable","Man","White","Yes",7,7,7,5,5,1,3,4,3,1,4,1,1,1,5,4,1,5,1,5,5,1,5,5,"Out","Out","Out to some","Out","Out","Out",NA,"Out","no","no","no",10,10,10,10,6.5,4.41666666666667,1,"white","man","yes","yes","no","staff","outsideUS"
1149,10,10,10,10,10,10,10,10,10,10,10,10,"very comfortable","very comfortable","very comfortable",NA,NA,"Woman","White","Yes",3,5,6,3,5,1,4,5,5,1,5,1,2,1,5,5,1,5,1,5,5,1,5,5,"Out","Out","Out","Out","Out","Out",NA,"Out","yes","yes","no",10,10,10,10,4.25,4.91666666666667,1.125,"white","woman","yes","yes","no","staff","outsideUS"
1150,10,10,10,10,10,8,8,6,6,7,5,5,"comfortable","very comfortable",NA,NA,"uncomfortable","Woman","More than one race/ethnicity","Yes",3,5,5,1,4,2,4,4,3,1,4,2,2,1,5,4,1,4,1,2,4,3,4,4,"Out","Out","Out","Out","Out","Out","Out","Out","no","yes","no",10,6.66666666666667,9.33333333333333,5.66666666666667,3.5,3.83333333333333,1.625,"other","woman","yes","yes","yes","faculty","midwestUS"
